5841 VALLEY VALE WAY,1265,179000,38.461283,-121.434322
7863 CRESTLEIGH CT,1007,180000,38.710889,-121.358876
7129 SPRINGMONT DR,1716,180400,38.417649,-121.420294
8284 RED FOX WAY,1685,182000,38.417182,-121.397231
2219 EL CANTO CIR,1829,184500,38.592383,-121.318669
8907 GEMWOOD WAY,1555,185000,38.435471,-121.441173
5925 MALEVILLE AVE,38.666564,-121.325717
7031 CANEVALLEY CIR,1137,38.718693,-121.303619
3949 WILDROSE WAY,1174,38.543697,-121.366683
4437 MITCHUM CT,1393,38.704407,-121.36113
2778 KAWEAH CT,CAMERON PARK,95682,201000,38.694052,-120.995589
1636 ALLENWOOD CIR,LINCOLN,95648,202500,38.879192,-121.309477
8151 QUAIL RIDGE CT,205000,38.461296,-121.390858
4899 WIND CREEK DR,1799,38.655887,-121.446119
2370 BIG CANYON CREEK RD,PLACERVILLE,95667,38.74458,-120.794254
6049 HAMBURG WAY,1953,38.443253,-121.431992
4232 71ST ST,723,207000,38.536741,-121.42115
3361 BOW MAR CT,210000,38.69437,-120.996602
1889 COLD SPRINGS RD,948,211500,38.739774,-120.860243
5805 HIMALAYA WAY,1578,215000,38.696489,-121.328555
7944 SYLVAN OAK WAY,95610,1317,38.710388,-121.261096
3139 SPOONWOOD WAY Unit 1,215500,38.626582,-121.52151
6217 LEOLA WAY,1360,222381,38.513066,-121.451909
2340 HURLEY WAY,225000,38.588816,-121.408549
3035 BRUNNET LN,1522,38.624762,-121.522775
3025 EL PRADO WAY,1751,38.606603,-121.394147
9387 GRANITE FALLS CT,1465,38.419214,-121.348533
9257 CALDERA WAY,1605,228000,38.55821,-121.355022
441 ARLINGDALE CIR,1475,229665,38.702893,-121.454949
2284 LOS ROBLES RD,MEADOW VISTA,95722,1216,230000,39.008159,-121.03623
8164 CHENIN BLANC LN,1315,38.665644,-121.259969
4620 CHAMBERLIN CIR,1567,38.390557,-121.449805
5340 BIRK WAY,1776,234000,38.672495,-121.515251
51 ANJOU CIR,2187,38.661658,-121.540633
2125 22ND AVE,1291,236250,38.534596,-121.493121
611 BLOSSOM ROCK LN,240000,38.6457,-121.1197
8830 ADUR RD,242000,38.43742,-121.372876
7344 BUTTERBALL WAY,1503,245000,38.699489,-121.361828
8219 GWINHURST CIR,2491,38.459711,-121.384283
3240 S ST,95816,38.562296,-121.467489
221 PICASSO CIR,38.676658,-121.528128
5706 GREENACRES WAY,1176,38.669882,-121.213533
6900 LONICERA DR,1456,38.692199,-121.250975
419 DAWNRIDGE RD,ROSEVILLE,95678,1498,38.725283,-121.297953
5312 MARBURY WAY,1574,255000,38.710221,-121.341651
6344 BONHAM CIR,2085,256054,38.682358,-121.272876
8207 YORKTON WAY,2170,257729,38.45967,-121.360461
7922 MANSELL WAY,1595,38.409634,-121.410787
5712 MELBURY CIR,261000,38.705849,-121.334701
632 NEWBRIDGE LN,261800,38.879084,-121.298586
1570 GLIDDEN AVE,1253,264469,38.482704,-121.500433
8108 FILIFERA WAY,1768,38.717042,-121.35468
230 BANKSIDE WAY,270000,38.676937,-121.529244
5342 CALABRIA WAY,2030,38.671807,-121.498274
47 NAPONEE CT,1531,38.665704,-121.529096
4236 ADRIATIC SEA WAY,38.647961,-121.543162
8864 REMBRANT CT,1653,275000,38.435288,-121.375703
9455 SEA CLIFF WAY,38.411522,-121.481406
9720 LITTLE HARBOR WAY,280000,38.404934,-121.352405
8806 PHOENIX AVE,1450,286013,38.660322,-121.230101
3578 LOGGERHEAD WAY,2169,292000,38.633028,-121.526755
1416 LOCKHART WAY,95747,1440,38.752399,-121.330328
5413 BUENA VENTURA WAY,1527,293993,38.664552,-121.255937
37 WHITE BIRCH CT,1401,294000,38.776327,-121.284514
405 MARLIN SPIKE WAY,1411,296769,38.65783,-121.456842
1102 CHESLEY LN,297500,38.864864,-121.313988
11281 STANFORD COURT LN Unit 604,300000,38.625289,-121.260286
7320 6TH ST,38.700553,-121.452223
993 MANTON CT,2307,38.272942,-121.289148
4487 PANORAMA DR,38.694559,-120.848157
5651 OVERLEAF WAY,1910,300500,38.677454,-121.494791
2015 PROMONTORY POINT LN,1981,305000,38.628732,-121.261149
3224 PARKHAM DR,306500,38.772771,-121.364877
15 VANESSA PL,312500,38.668692,-121.54549
1312 RENISON LN,315000,38.866409,-121.308485
8 RIVER RAFT CT,2205,319789,38.447353,-121.434969
2251 LAMPLIGHT LN,1449,330000,38.849924,-121.275729
106 FARHAM DR,1258,38.667834,-121.168578
5405 NECTAR CIR,2575,331000,38.387014,-121.440967
5411 10TH AVE,539,334000,38.542727,-121.442449
3512 RAINSONG CIR,2208,336000,38.573488,-121.282809
1106 55TH ST,95819,1108,339000,38.563805,-121.436395
411 ILLSLEY WAY,38.652002,-121.129504
796 BUTTERCUP CIR,2159,345000,38.279581,-121.300828
1230 SANDRA CIR,2295,350000,38.738141,-120.784145
318 ANACAPA DR,1838,356000,38.782094,-121.297133
3975 SHINING STAR DR,1900,361745,38.487409,-121.461413
1620 BASLER ST,95811,1718,361948,38.591822,-121.478644
9688 NATURE TRAIL WAY,3389,38.405224,-121.479275
5924 TANUS CIR,ROCKLIN,95677,380000,38.778691,-121.204292
9629 CEDAR OAK WAY,3260,385000,38.405527,-121.431746
3429 FERNBROOK CT,2016,399000,38.664225,-121.007173
2121 HANNAH WAY,95765,2607,402000,38.805749,-121.280931
10104 ANNIE ST,406026,38.390465,-121.443479
1092 MAUGHAM CT,3746,420000,38.271646,-121.286848
5404 ALMOND FALLS WAY,38.527502,-121.233492
6306 CONEJO,3192,38.512602,-121.087233
14 CASA VATONI PL,433500,38.650221,-121.551704
1456 EAGLESFIELD LN,436746,38.857635,-121.311375
4100 BOTHWELL CIR,438700,38.679136,-121.034329
427 21ST ST,1247,38.582604,-121.47576
1044 GALSTON DR,2581,450000,38.676306,-121.09954
4440 SYCAMORE AVE,2068,38.646374,-121.353658
1032 SOUZA DR,38.668239,-121.064437
9760 LAZULITE CT,3992,38.403609,-121.335541
241 LANFRANCO CIR,3397,465000,38.665696,-121.549437
5559 NORTHBOROUGH DR,3881,471750,38.677225,-121.519687
2125 BIG SKY DR,480000,38.801637,-121.278798
2109 HAMLET PL,1598,484000,38.602754,-121.329326
9970 STATE HIGHWAY 193,1929,485000,38.787877,-120.816676
2901 PINTAIL WAY,3070,495000,38.398488,-121.473424
201 FIRESTONE DR,500500,38.770153,-121.300039
1740 HIGH ST,AUBURN,95603,504000,38.891935,-121.08434
2733 DANA LOOP,541000,38.628459,-121.055078
9741 SADDLEBRED CT,560000,38.408841,-121.198039
7756 TIGERWOODS DR,3984,572500,38.47643,-121.309243
5709 RIVER OAK WAY,2222,582000,38.602461,-121.330979
2981 WRINGER DR,95661,3838,613401,38.735373,-121.227072
8616 ROCKPORTE CT,614000,38.742118,-121.359909
4128 HILL ST,680000,38.64167,-121.262099
1409 47TH ST,2484,699000,38.563244,-121.446876
3935 EL MONTE DR,LOOMIS,95650,1624,839000,38.813337,-121.133348
5840 WALERGA RD,Mon May 19 00:00:00 EDT 2008,40000,38.673678,-121.357471
923 FULTON AVE,484,48000,38.582279,-121.401482
261 REDONDO AVE,970,61500,38.620685,-121.460539
4030 BROADWAY,623,62050,38.546798,-121.460038
3660 22ND AVE,932,65000,38.532718,-121.46747
3924 HIGH ST,38.638797,-121.435049
4734 14TH AVE,834,68000,38.539447,-121.450858
4734 14TH AVE,-121.450858
5050 RHODE ISLAND DR Unit 4,77000,38.658739,-121.333561
4513 GREENHOLME DR,82732,38.669104,-121.359008
3845 ELM ST,1250,84000,38.637337,-121.432835
3908 17TH AVE,984,84675,38.53728,-121.463531
7109 CHANDLER DR,1013,85000,38.497237,-121.424187
7541 SKELTON WAY,1012,38.484274,-121.488851
9058 MONTOYA ST,38.559144,-121.368387
1016 CONGRESS AVE,918,91000,38.630151,-121.442789
540 MORRISON AVE,95000,38.637704,-121.453946
5303 JERRETT WAY,964,97500,38.663282,-121.359631
2820 DEL PASO BLVD,1404,38.617718,-121.440089
3715 TALLYHO DR Unit 78HIGH,625,38.544627,-121.35796
6013 ROWAN WAY,101000,38.675893,-121.2963
2987 PONDEROSA LN,102750,38.622243,-121.457863
3732 LANKERSHIM WAY,1331,112500,38.68972,-121.378399
2216 DUNLAP DR,95821,1014,113000,38.623738,-121.41305
3503 21ST AVE,114000,38.53361,-121.469308
523 EXCHANGE ST,966,38.659414,-121.45408
8101 PORT ROYALE WAY,779,114750,38.463929,-121.438667
8020 WALERGA RD,115000,38.71607,-121.364468
167 VALLEY OAK DR,1100,38.732429,-121.288069
7876 BURLINGTON WAY,116100,38.470093,-121.468347
3726 JONKO AVE,119250,38.656131,-121.377265
7342 GIGI PL,1995,38.490704,-121.410176
2610 PHYLLIS AVE,804,38.53105,-121.479574
4200 COMMERCE WAY Unit 711,38.647523,-121.523217
4621 COUNTRY SCENE WAY,1366,38.470187,-121.448149
5380 VILLAGE WOOD DR,121500,38.454949,-121.440578
2621 EVERGREEN ST,696,121725,38.613103,-121.444085
201 CARLO CT,38.24227,-121.31032
6743 21ST ST,38.50372,-121.490657
3128 VIA GRANDE,972,38.598321,-121.39161
2847 BELGRADE WAY,1390,125573,38.617173,-121.482541
7741 MILLDALE CIR,1354,126714,38.705834,-121.43919
9013 CASALS ST,126960,38.557045,-121.37167
227 MAHAN CT Unit 1,780,127000,38.749723,-121.27008
7349 FLETCHER FARM DR,127500,38.49069,-121.382619
7226 LARCHMONT DR,1209,130000,38.699269,-121.376334
4114 35TH AVE,1139,133105,38.520941,-121.459355
617 M ST,38.691104,-121.451832
7032 FAIR OAKS BLVD,1245,139500,38.628563,-121.328297
2421 SANTINA WAY,1416,38.71865,-121.407763
2368 CRAIG AVE,1300,140800,38.47807,-121.48114
2123 AMANDA WAY,38.484896,-121.486948
7620 DARLA WAY,147000,38.478502,-121.403517
8344 FIELDPOPPY CIR,1407,149600,38.479083,-121.400702
3624 20TH AVE,1516,38.534508,-121.467907
10001 WOODCREEK OAKS BLVD Unit 1415,38.795529,-121.328819
2848 PROVO WAY,1646,38.489759,-121.474754
6045 EHRHARDT AVE,1676,155000,38.457157,-121.433065
1223 LAMBERTON CIR,1370,155435,38.646677,-121.437573
1223 LAMBERTON CIR,155500,-121.437573
6000 BIRCHGLADE WAY,1351,158000,38.70166,-121.323249
7204 THOMAS DR,38.697898,-121.377687
8363 LANGTREE WAY,1452,160000,38.45356,-121.435959
1675 VERNON ST Unit 8,990,38.734136,-121.299639
6632 IBEX WOODS CT,1162,38.720868,-121.309855
117 EVCAR WAY,1182,38.687659,-121.4633
6485 LAGUNA MIRAGE LN,1112,38.42465,-121.430137
746 MOOSE CREEK WAY,167000,38.283085,-121.302071
8306 CURLEW CT,167293,38.715781,-121.298519
8306 CURLEW CT,-121.298519
5217 ARGO WAY,38.52774,-121.433669
7108 HEATHER TREE DR,38.695677,-121.36022
2956 DAVENPORT WAY,1917,38.620687,-121.482619
10062 LINCOLN VILLAGE DR,38.564,-121.320023
332 PALIN AVE,1204,174000,38.260467,-121.302636
4649 FREEWAY CIR,178000,38.658734,-121.357196
8593 DERLIN WAY,1436,38.447585,-121.426627
9273 PREMIER WAY,1451,38.55992,-121.352539
8032 DUSENBERG CT,1638,38.466499,-121.381119
7110 STELLA LN Unit 15,1000,38.637396,-121.300055
1786 PIEDMONT WAY,188325,38.72748,-121.256537
1347 HIDALGO CIR,1154,191500,38.747878,-121.311279
212 CAPPUCINO WAY,1353,192000,38.657811,-121.465327
5938 WOODBRIAR WAY,192700,38.706152,-121.325399
3801 WILDROSE WAY,38.544368,-121.369979
508 SAMUEL WAY,1505,197654,38.645689,-121.452766
6128 CARL SANDBURG CIR,1009,38.681541,-121.355616
1 KENNELFORD CIR,1144,200345,38.46452,-121.427606
909 SINGINGWOOD RD,930,203000,38.581471,-121.38839
6671 FOXWOOD CT,1766,38.687943,-121.328883
8165 AYN RAND CT,1940,38.468639,-121.403265
9474 VILLAGE TREE DR,38.413947,-121.408276
7213 CALVIN DR,212000,38.698154,-121.298375
8167 DERBY PARK CT,1872,213675,38.460492,-121.373379
6344 LAGUNA MIRAGE LN,213697,38.423963,-121.428875
2945 RED HAWK WAY,1856,38.619675,-121.496903
3228 I ST,1939,38.573844,-121.462839
308 ATKINSON ST,998,215100,38.746794,-121.29971
624 HOVEY WAY,1758,217500,38.756149,-121.306479
110 COPPER LEAF WAY,2142,218000,38.658466,-121.460661
7535 ALMA VISTA WAY,950,220000,38.48403,-121.507641
7423 WILSALL CT,1739,38.417026,-121.416821
8629 VIA ALTA WAY,222900,38.398245,-121.380615
3318 DAVIDSON DR,988,223139,38.705753,-121.388917
913 COBDEN CT,225500,38.282001,-121.295902
4419 79TH ST,1212,228327,38.534827,-121.412545
3012 SPOONWOOD WAY,1871,38.62478,-121.523474
8728 CRYSTAL RIVER WAY,1302,38.47547,-121.380055
4709 AMBER LN Unit 1,756,230522,38.657789,-121.354994
4508 OLD DAIRY DR,2026,231200,38.72286,-121.358939
312 RIVER ISLE WAY,1375,232000,38.49026,-121.550527
301 OLIVADI WAY,232500,38.644406,-121.549049
5636 25TH ST,1058,233641,38.523828,-121.481139
8721 SPRUCE RIDGE WAY,1187,38.727657,-121.391028
7461 WINDBRIDGE DR,1324,234500,38.48797,-121.530229
8101 LEMON COVE CT,1936,38.462981,-121.408288
10949 SCOTSMAN WAY,2382,38.603686,-121.277844
617 WILLOW CREEK DR,1427,236073,38.679626,-121.142609
3301 PARK DR Unit 1914,1678,238000,38.665296,-121.531993
709 CIMMARON CT,1798,238861,38.277177,-121.303747
3305 RIO ROCA CT,2652,239700,38.725079,-121.387698
9080 BEDROCK CT,1816,38.456939,-121.362965
100 TOURMALINE CIR,3076,38.63437,-121.510779
6411 RED BIRCH WAY,1844,241000,38.43461,-121.429316
4867 LAGUNA DR,1306,38.46179,-121.445371
3662 RIVER DR,2447,246000,38.604969,-121.54255
6943 WOLFGRAM WAY,247234,38.489215,-121.419546
77 RINETTI WAY,247480,38.687021,-121.463151
1316 I ST,1160,249862,38.683674,-121.435204
2130 CATHERWOOD WAY,1424,251000,38.675506,-121.510987
8304 JUGLANS DR,252155,38.691829,-121.249033
5308 MARBURY WAY,254172,-121.341707
9182 LAKEMONT DR,1724,38.451353,-121.358776
2231 COUNTRY VILLA CT,1255,38.931671,-121.097862
8491 CRYSTAL WALK CIR,38.416916,-121.407554
361 MAHONIA CIR,2175,38.676172,-121.509761
3427 LA CADENA WAY,1904,38.681194,-121.537351
955 BIG SUR CT,1808,262500,38.664347,-121.076529
11826 DIONYSUS WAY,2711,266000,38.551046,-121.239411
5847 DEL CAMPO LN,1713,38.671995,-121.324339
5635 FOXVIEW WAY,1457,38.395256,-121.438249
10372 VIA CINTA CT,274425,38.380089,-121.428186
6286 LONETREE BLVD,274500,38.805036,-121.293608
7744 SOUTHBREEZE DR,1468,275336,38.476932,-121.378349
2242 ABLE WAY,2550,277980,38.666074,-121.509743
1042 STARBROOK DR,1928,38.285611,-121.293063
1219 G ST,1922,284686,38.582818,-121.489096
6220 OPUS CT,1343,284893,38.715853,-121.317095
